# OSTSEE_LT+KIEL
time-stamp sea-level-in-m
2018-01-16T01:18 457.000000
2018-01-16T01:19 457.000000
2018-01-16T01:20 457.000000
2018-01-16T01:21 457.000000
2018-01-16T01:22 457.000000
2018-01-16T01:23 457.000000
2018-01-16T01:24 457.000000
2018-01-16T01:25 457.000000
2018-01-16T01:26 457.000000
2018-01-16T01:27 457.000000
2018-01-16T01:28 457.000000
2018-01-16T01:29 457.000000
2018-01-16T01:30 457.000000
2018-01-16T01:31 457.000000
2018-01-16T01:32 457.000000
2018-01-16T01:33 457.000000
2018-01-16T01:34 457.000000
2018-01-16T01:35 457.000000
2018-01-16T01:36 457.000000
2018-01-16T01:37 457.000000
2018-01-16T01:38 457.000000
2018-01-16T01:39 457.000000
2018-01-16T01:40 457.000000
2018-01-16T01:41 457.000000
2018-01-16T01:42 457.000000
2018-01-16T01:43 457.000000
2018-01-16T01:44 457.000000
2018-01-16T01:45 457.000000
2018-01-16T01:46 457.000000
2018-01-16T01:47 457.000000
2018-01-16T01:48 457.000000
2018-01-16T01:49 457.000000
2018-01-16T01:50 457.000000
2018-01-16T01:51 457.000000
2018-01-16T01:52 457.000000
2018-01-16T01:53 457.000000
2018-01-16T01:54 457.000000
2018-01-16T01:55 457.000000
2018-01-16T01:56 457.000000
2018-01-16T01:57 457.000000
2018-01-16T01:58 457.000000
2018-01-16T01:59 457.000000
2018-01-16T02:00 457.000000
2018-01-16T02:01 457.000000
2018-01-16T02:02 456.000000
2018-01-16T02:03 456.000000
2018-01-16T02:04 456.000000
2018-01-16T02:05 456.000000
2018-01-16T02:06 456.000000
2018-01-16T02:07 456.000000
2018-01-16T02:08 456.000000
2018-01-16T02:09 456.000000
2018-01-16T02:10 456.000000
2018-01-16T02:11 456.000000
2018-01-16T02:12 456.000000
2018-01-16T02:13 455.000000
2018-01-16T02:14 455.000000
2018-01-16T02:15 456.000000
2018-01-16T02:16 456.000000
2018-01-16T02:17 456.000000
2018-01-16T02:18 456.000000
2018-01-16T02:19 456.000000
2018-01-16T02:20 456.000000
2018-01-16T02:21 456.000000
2018-01-16T02:22 456.000000
2018-01-16T02:23 456.000000
2018-01-16T02:24 456.000000
2018-01-16T02:25 456.000000
2018-01-16T02:26 456.000000
2018-01-16T02:27 456.000000
2018-01-16T02:28 456.000000
2018-01-16T02:29 455.000000
2018-01-16T02:30 455.000000
2018-01-16T02:31 455.000000
2018-01-16T02:32 455.000000
2018-01-16T02:33 455.000000
2018-01-16T02:34 455.000000
2018-01-16T02:35 455.000000
2018-01-16T02:36 455.000000
2018-01-16T02:37 455.000000
2018-01-16T02:38 455.000000
2018-01-16T02:39 455.000000
2018-01-16T02:40 455.000000
2018-01-16T02:41 455.000000
2018-01-16T02:42 455.000000
2018-01-16T02:43 455.000000
2018-01-16T02:44 455.000000
2018-01-16T02:45 455.000000
2018-01-16T02:46 455.000000
2018-01-16T02:47 455.000000
2018-01-16T02:48 455.000000
2018-01-16T02:49 455.000000
2018-01-16T02:50 455.000000
2018-01-16T02:51 455.000000
2018-01-16T02:52 455.000000
2018-01-16T02:53 455.000000
2018-01-16T02:54 455.000000
2018-01-16T02:55 455.000000
2018-01-16T02:56 455.000000
2018-01-16T02:57 455.000000
2018-01-16T02:58 455.000000
2018-01-16T02:59 455.000000
2018-01-16T03:00 455.000000
2018-01-16T03:01 455.000000
2018-01-16T03:02 455.000000
2018-01-16T03:03 455.000000
2018-01-16T03:04 455.000000
2018-01-16T03:05 455.000000
2018-01-16T03:06 455.000000
2018-01-16T03:07 456.000000
2018-01-16T03:08 456.000000
2018-01-16T03:09 456.000000
2018-01-16T03:10 456.000000
2018-01-16T03:11 456.000000
2018-01-16T03:12 456.000000
2018-01-16T03:13 456.000000
2018-01-16T03:14 456.000000
2018-01-16T03:15 456.000000
2018-01-16T03:16 456.000000
2018-01-16T03:17 456.000000
2018-01-16T03:18 456.000000
2018-01-16T03:19 457.000000
2018-01-16T03:20 457.000000
2018-01-16T03:21 457.000000
2018-01-16T03:22 457.000000
2018-01-16T03:23 457.000000
2018-01-16T03:24 457.000000
2018-01-16T03:25 457.000000
2018-01-16T03:26 457.000000
2018-01-16T03:27 457.000000
2018-01-16T03:28 457.000000
2018-01-16T03:29 457.000000
2018-01-16T03:30 457.000000
2018-01-16T03:31 457.000000
2018-01-16T03:32 457.000000
2018-01-16T03:33 457.000000
2018-01-16T03:34 457.000000
2018-01-16T03:35 457.000000
2018-01-16T03:36 457.000000
2018-01-16T03:37 457.000000
2018-01-16T03:38 457.000000
2018-01-16T03:39 457.000000
2018-01-16T03:40 457.000000
2018-01-16T03:41 457.000000
2018-01-16T03:42 457.000000
2018-01-16T03:43 457.000000
2018-01-16T03:44 457.000000
2018-01-16T03:45 457.000000
2018-01-16T03:46 457.000000
2018-01-16T03:47 457.000000
2018-01-16T03:48 457.000000
2018-01-16T03:49 457.000000
2018-01-16T03:50 457.000000
2018-01-16T03:51 457.000000
2018-01-16T03:52 457.000000
2018-01-16T03:53 457.000000
2018-01-16T03:54 457.000000
2018-01-16T03:55 457.000000
2018-01-16T03:56 457.000000
2018-01-16T03:57 457.000000
2018-01-16T03:58 457.000000
2018-01-16T03:59 457.000000
2018-01-16T04:00 457.000000
2018-01-16T04:01 457.000000
2018-01-16T04:02 457.000000
2018-01-16T04:03 457.000000
2018-01-16T04:04 457.000000
2018-01-16T04:05 457.000000
2018-01-16T04:06 457.000000
2018-01-16T04:07 457.000000
2018-01-16T04:08 457.000000
2018-01-16T04:09 457.000000
2018-01-16T04:10 457.000000
2018-01-16T04:11 458.000000
2018-01-16T04:12 458.000000
2018-01-16T04:13 458.000000
2018-01-16T04:14 458.000000
2018-01-16T04:15 458.000000
2018-01-16T04:16 458.000000
2018-01-16T04:17 458.000000
2018-01-16T04:18 458.000000
2018-01-16T04:19 458.000000
2018-01-16T04:20 458.000000
2018-01-16T04:21 458.000000
2018-01-16T04:22 458.000000
2018-01-16T04:23 458.000000
2018-01-16T04:24 458.000000
2018-01-16T04:25 458.000000
2018-01-16T04:26 458.000000
2018-01-16T04:27 458.000000
2018-01-16T04:28 458.000000
2018-01-16T04:29 458.000000
2018-01-16T04:30 458.000000
2018-01-16T04:31 458.000000
2018-01-16T04:32 458.000000
2018-01-16T04:33 458.000000
2018-01-16T04:34 458.000000
2018-01-16T04:35 458.000000
2018-01-16T04:36 458.000000
2018-01-16T04:37 458.000000
2018-01-16T04:38 458.000000
2018-01-16T04:39 458.000000
2018-01-16T04:40 458.000000
2018-01-16T04:41 458.000000
2018-01-16T04:42 458.000000
2018-01-16T04:43 457.000000
2018-01-16T04:44 457.000000
2018-01-16T04:45 457.000000
2018-01-16T04:46 457.000000
2018-01-16T04:47 457.000000
2018-01-16T04:48 457.000000
2018-01-16T04:49 457.000000
2018-01-16T04:50 457.000000
2018-01-16T04:51 457.000000
2018-01-16T04:52 457.000000
2018-01-16T04:53 457.000000
2018-01-16T04:54 457.000000
2018-01-16T04:55 457.000000
2018-01-16T04:56 457.000000
2018-01-16T04:57 457.000000
2018-01-16T04:58 457.000000
2018-01-16T04:59 457.000000
2018-01-16T05:00 457.000000
2018-01-16T05:01 457.000000
2018-01-16T05:02 457.000000
2018-01-16T05:03 456.000000
2018-01-16T05:04 456.000000
2018-01-16T05:05 456.000000
2018-01-16T05:06 456.000000
2018-01-16T05:07 456.000000
2018-01-16T05:08 456.000000
2018-01-16T05:09 456.000000
2018-01-16T05:10 456.000000
2018-01-16T05:11 456.000000
2018-01-16T05:12 455.000000
2018-01-16T05:13 455.000000
2018-01-16T05:14 455.000000
2018-01-16T05:15 455.000000
2018-01-16T05:16 455.000000
2018-01-16T05:17 455.000000
2018-01-16T05:18 455.000000
2018-01-16T05:19 455.000000
2018-01-16T05:20 455.000000
2018-01-16T05:21 455.000000
2018-01-16T05:22 455.000000
2018-01-16T05:23 455.000000
2018-01-16T05:24 455.000000
2018-01-16T05:25 455.000000
2018-01-16T05:26 455.000000
2018-01-16T05:27 454.000000
2018-01-16T05:28 454.000000
2018-01-16T05:29 454.000000
2018-01-16T05:30 454.000000
2018-01-16T05:31 454.000000
2018-01-16T05:32 454.000000
2018-01-16T05:33 454.000000
2018-01-16T05:34 454.000000
2018-01-16T05:35 454.000000
2018-01-16T05:36 454.000000
2018-01-16T05:37 453.000000
2018-01-16T05:38 453.000000
2018-01-16T05:39 453.000000
2018-01-16T05:40 453.000000
2018-01-16T05:41 453.000000
2018-01-16T05:42 453.000000
2018-01-16T05:43 453.000000
2018-01-16T05:44 453.000000
2018-01-16T05:45 453.000000
2018-01-16T05:46 453.000000
2018-01-16T05:47 453.000000
2018-01-16T05:48 453.000000
2018-01-16T05:49 453.000000
2018-01-16T05:50 453.000000
2018-01-16T05:51 453.000000
2018-01-16T05:52 453.000000
2018-01-16T05:53 453.000000
2018-01-16T05:54 453.000000
2018-01-16T05:55 453.000000
2018-01-16T05:56 453.000000
2018-01-16T05:57 453.000000
2018-01-16T05:58 453.000000
2018-01-16T05:59 453.000000
2018-01-16T06:00 453.000000
2018-01-16T06:01 453.000000
2018-01-16T06:02 453.000000
2018-01-16T06:03 453.000000
2018-01-16T06:04 453.000000
2018-01-16T06:05 452.000000
2018-01-16T06:06 452.000000
2018-01-16T06:07 452.000000
2018-01-16T06:08 452.000000
2018-01-16T06:09 452.000000
2018-01-16T06:10 452.000000
2018-01-16T06:11 452.000000
2018-01-16T06:12 452.000000
2018-01-16T06:13 452.000000
2018-01-16T06:14 452.000000
2018-01-16T06:15 452.000000
2018-01-16T06:16 451.000000
2018-01-16T06:17 451.000000
2018-01-16T06:18 451.000000
2018-01-16T06:19 451.000000
2018-01-16T06:20 451.000000
2018-01-16T06:21 451.000000
2018-01-16T06:22 451.000000
2018-01-16T06:23 451.000000
2018-01-16T06:24 451.000000
2018-01-16T06:25 451.000000
2018-01-16T06:26 451.000000
2018-01-16T06:27 451.000000
2018-01-16T06:28 451.000000
2018-01-16T06:29 451.000000
2018-01-16T06:30 451.000000
2018-01-16T06:31 451.000000
2018-01-16T06:32 451.000000
2018-01-16T06:33 451.000000
2018-01-16T06:34 451.000000
2018-01-16T06:35 451.000000
2018-01-16T06:36 451.000000
2018-01-16T06:37 451.000000
2018-01-16T06:38 451.000000
2018-01-16T06:39 451.000000
2018-01-16T06:40 450.000000
2018-01-16T06:41 450.000000
2018-01-16T06:42 450.000000
2018-01-16T06:43 450.000000
2018-01-16T06:44 450.000000
2018-01-16T06:45 450.000000
2018-01-16T06:46 449.000000
2018-01-16T06:47 449.000000
2018-01-16T06:48 449.000000
2018-01-16T06:49 449.000000
2018-01-16T06:50 449.000000
2018-01-16T06:51 449.000000
2018-01-16T06:52 449.000000
2018-01-16T06:53 449.000000
2018-01-16T06:54 449.000000
2018-01-16T06:55 449.000000
2018-01-16T06:56 449.000000
2018-01-16T06:57 449.000000
2018-01-16T06:58 449.000000
2018-01-16T06:59 449.000000
2018-01-16T07:00 448.000000
2018-01-16T07:01 448.000000
2018-01-16T07:02 448.000000
2018-01-16T07:03 448.000000
2018-01-16T07:04 448.000000
2018-01-16T07:05 448.000000
2018-01-16T07:06 448.000000
2018-01-16T07:07 448.000000
2018-01-16T07:08 448.000000
2018-01-16T07:09 448.000000
2018-01-16T07:10 448.000000
2018-01-16T07:11 447.000000
2018-01-16T07:12 447.000000
2018-01-16T07:13 447.000000
2018-01-16T07:14 447.000000
2018-01-16T07:15 447.000000
2018-01-16T07:16 447.000000
2018-01-16T07:17 446.000000
2018-01-16T07:18 446.000000
2018-01-16T07:19 446.000000
2018-01-16T07:20 446.000000
2018-01-16T07:21 446.000000
2018-01-16T07:22 446.000000
2018-01-16T07:23 446.000000
2018-01-16T07:24 446.000000
2018-01-16T07:25 445.000000
2018-01-16T07:26 445.000000
2018-01-16T07:27 445.000000
2018-01-16T07:28 445.000000
2018-01-16T07:29 445.000000
2018-01-16T07:30 445.000000
2018-01-16T07:31 445.000000
2018-01-16T07:32 445.000000
2018-01-16T07:33 445.000000
2018-01-16T07:34 445.000000
2018-01-16T07:35 444.000000
2018-01-16T07:36 444.000000
2018-01-16T07:37 444.000000
2018-01-16T07:38 444.000000
2018-01-16T07:39 444.000000
2018-01-16T07:40 443.000000
2018-01-16T07:41 443.000000
2018-01-16T07:42 443.000000
2018-01-16T07:43 443.000000
2018-01-16T07:44 443.000000
2018-01-16T07:45 443.000000
2018-01-16T07:46 443.000000
2018-01-16T07:47 443.000000
2018-01-16T07:48 443.000000
2018-01-16T07:49 443.000000
2018-01-16T07:50 443.000000
2018-01-16T07:51 442.000000
2018-01-16T07:52 442.000000
2018-01-16T07:53 442.000000
2018-01-16T07:54 442.000000
2018-01-16T07:55 442.000000
2018-01-16T07:56 442.000000
2018-01-16T07:57 442.000000
2018-01-16T07:58 442.000000
2018-01-16T07:59 442.000000
2018-01-16T08:00 442.000000
2018-01-16T08:01 442.000000
2018-01-16T08:02 442.000000
2018-01-16T08:03 442.000000
2018-01-16T08:04 442.000000
2018-01-16T08:05 442.000000
2018-01-16T08:06 442.000000
2018-01-16T08:07 442.000000
2018-01-16T08:08 442.000000
2018-01-16T08:09 442.000000
2018-01-16T08:10 442.000000
2018-01-16T08:11 442.000000
2018-01-16T08:12 442.000000
2018-01-16T08:13 442.000000
2018-01-16T08:14 442.000000
2018-01-16T08:15 442.000000
2018-01-16T08:16 442.000000
2018-01-16T08:17 442.000000
2018-01-16T08:18 442.000000
2018-01-16T08:19 442.000000
2018-01-16T08:20 442.000000
2018-01-16T08:21 442.000000
2018-01-16T08:22 442.000000
2018-01-16T08:23 442.000000
2018-01-16T08:24 442.000000
2018-01-16T08:25 442.000000
2018-01-16T08:26 442.000000
2018-01-16T08:27 442.000000
2018-01-16T08:28 442.000000
2018-01-16T08:29 442.000000
2018-01-16T08:30 442.000000
2018-01-16T08:31 442.000000
2018-01-16T08:32 442.000000
2018-01-16T08:33 442.000000
2018-01-16T08:34 442.000000
2018-01-16T08:35 442.000000
2018-01-16T08:36 442.000000
2018-01-16T08:37 442.000000
2018-01-16T08:38 442.000000
2018-01-16T08:39 442.000000
2018-01-16T08:40 442.000000
2018-01-16T08:41 442.000000
2018-01-16T08:42 442.000000
2018-01-16T08:43 442.000000
2018-01-16T08:44 442.000000
2018-01-16T08:45 442.000000
2018-01-16T08:46 442.000000
2018-01-16T08:47 442.000000
2018-01-16T08:48 442.000000
2018-01-16T08:49 442.000000
2018-01-16T08:50 442.000000
2018-01-16T08:51 442.000000
2018-01-16T08:52 442.000000
2018-01-16T08:53 442.000000
2018-01-16T08:54 442.000000
2018-01-16T08:55 442.000000
2018-01-16T08:56 442.000000
2018-01-16T08:57 442.000000
2018-01-16T08:58 442.000000
2018-01-16T08:59 442.000000
2018-01-16T09:00 442.000000
2018-01-16T09:01 442.000000
2018-01-16T09:02 442.000000
2018-01-16T09:03 442.000000
2018-01-16T09:04 442.000000
2018-01-16T09:05 442.000000
2018-01-16T09:06 442.000000
2018-01-16T09:07 442.000000
2018-01-16T09:08 442.000000
2018-01-16T09:09 442.000000
2018-01-16T09:10 442.000000
2018-01-16T09:11 442.000000
2018-01-16T09:12 442.000000
2018-01-16T09:13 442.000000
2018-01-16T09:14 442.000000
2018-01-16T09:15 442.000000
2018-01-16T09:16 442.000000
2018-01-16T09:17 442.000000
2018-01-16T09:18 442.000000
2018-01-16T09:19 442.000000
2018-01-16T09:20 442.000000
2018-01-16T09:21 442.000000
2018-01-16T09:22 442.000000
2018-01-16T09:23 442.000000
2018-01-16T09:24 442.000000
2018-01-16T09:25 442.000000
2018-01-16T09:26 442.000000
2018-01-16T09:27 442.000000
2018-01-16T09:28 442.000000
2018-01-16T09:29 442.000000
2018-01-16T09:30 442.000000
2018-01-16T09:31 442.000000
2018-01-16T09:32 443.000000
2018-01-16T09:33 443.000000
2018-01-16T09:34 443.000000
2018-01-16T09:35 443.000000
2018-01-16T09:36 443.000000
2018-01-16T09:37 443.000000
2018-01-16T09:38 443.000000
2018-01-16T09:39 443.000000
2018-01-16T09:40 443.000000
2018-01-16T09:41 443.000000
2018-01-16T09:42 443.000000
2018-01-16T09:43 443.000000
2018-01-16T09:44 443.000000
2018-01-16T09:45 443.000000
2018-01-16T09:46 443.000000
2018-01-16T09:47 443.000000
2018-01-16T09:48 443.000000
2018-01-16T09:49 443.000000
2018-01-16T09:50 443.000000
2018-01-16T09:51 443.000000
2018-01-16T09:52 443.000000
2018-01-16T09:53 443.000000
2018-01-16T09:54 443.000000
2018-01-16T09:55 443.000000
2018-01-16T09:56 443.000000
2018-01-16T09:57 443.000000
2018-01-16T09:58 443.000000
2018-01-16T09:59 443.000000
2018-01-16T10:00 444.000000
2018-01-16T10:01 444.000000
2018-01-16T10:02 444.000000
2018-01-16T10:03 444.000000
2018-01-16T10:04 444.000000
2018-01-16T10:05 444.000000
2018-01-16T10:06 444.000000
2018-01-16T10:07 444.000000
2018-01-16T10:08 444.000000
2018-01-16T10:09 444.000000
2018-01-16T10:10 444.000000
2018-01-16T10:11 444.000000
2018-01-16T10:12 445.000000
2018-01-16T10:13 445.000000
2018-01-16T10:14 445.000000
2018-01-16T10:15 445.000000
2018-01-16T10:16 445.000000
2018-01-16T10:17 445.000000
2018-01-16T10:18 445.000000
2018-01-16T10:19 445.000000
2018-01-16T10:20 445.000000
2018-01-16T10:21 445.000000
2018-01-16T10:22 445.000000
2018-01-16T10:23 445.000000
2018-01-16T10:24 445.000000
2018-01-16T10:25 445.000000
2018-01-16T10:26 443.000000
2018-01-16T10:27 444.000000
2018-01-16T10:28 444.000000
2018-01-16T10:29 444.000000
2018-01-16T10:30 444.000000
2018-01-16T10:31 444.000000
2018-01-16T10:32 444.000000
2018-01-16T10:33 444.000000
2018-01-16T10:34 445.000000
2018-01-16T10:35 445.000000
2018-01-16T10:36 445.000000
2018-01-16T10:37 445.000000
2018-01-16T10:38 445.000000
2018-01-16T10:39 445.000000
2018-01-16T10:40 445.000000
2018-01-16T10:41 445.000000
2018-01-16T10:42 445.000000
2018-01-16T10:43 445.000000
2018-01-16T10:44 445.000000
2018-01-16T10:45 445.000000
2018-01-16T10:46 445.000000
2018-01-16T10:47 445.000000
2018-01-16T10:48 445.000000
2018-01-16T10:49 445.000000
2018-01-16T10:50 445.000000
2018-01-16T10:51 445.000000
2018-01-16T10:52 445.000000
2018-01-16T10:53 445.000000
2018-01-16T10:54 445.000000
2018-01-16T10:55 445.000000
2018-01-16T10:56 445.000000
2018-01-16T10:57 445.000000
2018-01-16T10:58 445.000000
2018-01-16T10:59 445.000000
2018-01-16T11:00 445.000000
2018-01-16T11:01 445.000000
2018-01-16T11:02 445.000000
2018-01-16T11:03 445.000000
2018-01-16T11:04 445.000000
2018-01-16T11:05 445.000000
2018-01-16T11:06 445.000000
2018-01-16T11:07 445.000000
2018-01-16T11:08 445.000000
2018-01-16T11:09 445.000000
2018-01-16T11:10 445.000000
2018-01-16T11:11 445.000000
2018-01-16T11:12 446.000000
2018-01-16T11:13 446.000000
2018-01-16T11:14 446.000000
2018-01-16T11:15 446.000000
2018-01-16T11:16 446.000000
2018-01-16T11:17 446.000000
2018-01-16T11:18 446.000000
2018-01-16T11:19 446.000000
2018-01-16T11:20 446.000000
2018-01-16T11:21 446.000000
2018-01-16T11:22 446.000000
2018-01-16T11:23 446.000000
2018-01-16T11:24 446.000000
2018-01-16T11:25 446.000000
2018-01-16T11:26 446.000000
2018-01-16T11:27 446.000000
2018-01-16T11:28 446.000000
2018-01-16T11:29 446.000000
2018-01-16T11:30 446.000000
2018-01-16T11:31 446.000000
2018-01-16T11:32 446.000000
2018-01-16T11:33 446.000000
2018-01-16T11:34 446.000000
2018-01-16T11:35 446.000000
2018-01-16T11:36 446.000000
2018-01-16T11:37 446.000000
2018-01-16T11:38 446.000000
2018-01-16T11:39 446.000000
2018-01-16T11:40 446.000000
2018-01-16T11:41 446.000000
2018-01-16T11:42 446.000000
2018-01-16T11:43 446.000000
2018-01-16T11:44 446.000000
2018-01-16T11:45 446.000000
2018-01-16T11:46 446.000000
2018-01-16T11:47 446.000000
2018-01-16T11:48 446.000000
2018-01-16T11:49 446.000000
2018-01-16T11:50 446.000000
2018-01-16T11:51 446.000000
2018-01-16T11:52 446.000000
2018-01-16T11:53 446.000000
2018-01-16T11:54 446.000000
2018-01-16T11:55 446.000000
2018-01-16T11:56 446.000000
2018-01-16T11:57 446.000000
2018-01-16T11:58 446.000000
2018-01-16T11:59 446.000000
2018-01-16T12:00 446.000000
2018-01-16T12:01 446.000000
2018-01-16T12:02 446.000000
2018-01-16T12:03 446.000000
2018-01-16T12:04 446.000000
2018-01-16T12:05 446.000000
2018-01-16T12:06 446.000000
2018-01-16T12:07 446.000000
2018-01-16T12:08 446.000000
2018-01-16T12:09 446.000000
2018-01-16T12:10 446.000000
2018-01-16T12:11 446.000000
2018-01-16T12:12 446.000000
2018-01-16T12:13 446.000000
2018-01-16T12:14 446.000000
2018-01-16T12:15 446.000000
2018-01-16T12:16 446.000000
2018-01-16T12:17 446.000000
2018-01-16T12:18 446.000000
2018-01-16T12:19 447.000000
2018-01-16T12:20 447.000000
2018-01-16T12:21 447.000000
2018-01-16T12:22 447.000000
2018-01-16T12:23 447.000000
2018-01-16T12:24 447.000000
2018-01-16T12:25 447.000000
2018-01-16T12:26 447.000000
2018-01-16T12:27 447.000000
2018-01-16T12:28 447.000000
2018-01-16T12:29 447.000000
2018-01-16T12:30 447.000000
2018-01-16T12:31 447.000000
2018-01-16T12:32 447.000000
2018-01-16T12:33 447.000000
2018-01-16T12:34 447.000000
2018-01-16T12:35 447.000000
2018-01-16T12:36 447.000000
2018-01-16T12:37 447.000000
2018-01-16T12:38 447.000000
2018-01-16T12:39 447.000000
2018-01-16T12:40 447.000000
2018-01-16T12:41 447.000000
2018-01-16T12:42 447.000000
2018-01-16T12:43 447.000000
2018-01-16T12:44 447.000000
2018-01-16T12:45 447.000000
2018-01-16T12:46 447.000000
2018-01-16T12:47 447.000000
2018-01-16T12:48 448.000000
2018-01-16T12:49 448.000000
2018-01-16T12:50 448.000000
2018-01-16T12:51 448.000000
2018-01-16T12:52 448.000000
2018-01-16T12:53 448.000000
2018-01-16T12:54 448.000000
2018-01-16T12:55 448.000000
2018-01-16T12:56 448.000000
2018-01-16T12:57 448.000000
2018-01-16T12:58 448.000000
2018-01-16T12:59 448.000000
2018-01-16T13:00 448.000000
2018-01-16T13:01 448.000000
2018-01-16T13:02 448.000000
2018-01-16T13:03 448.000000
2018-01-16T13:04 448.000000
2018-01-16T13:05 448.000000
2018-01-16T13:06 448.000000
2018-01-16T13:07 448.000000
2018-01-16T13:08 448.000000
2018-01-16T13:09 448.000000
2018-01-16T13:10 448.000000
2018-01-16T13:11 448.000000
2018-01-16T13:12 448.000000
2018-01-16T13:13 448.000000
2018-01-16T13:14 448.000000
2018-01-16T13:15 448.000000
2018-01-16T13:16 448.000000
2018-01-16T13:17 448.000000
2018-01-16T13:18 449.000000
2018-01-16T13:19 449.000000
2018-01-16T13:20 449.000000
2018-01-16T13:21 449.000000
2018-01-16T13:22 449.000000
2018-01-16T13:23 449.000000
2018-01-16T13:24 449.000000
2018-01-16T13:25 449.000000
2018-01-16T13:26 449.000000
2018-01-16T13:27 449.000000
2018-01-16T13:28 449.000000
2018-01-16T13:29 449.000000
2018-01-16T13:30 449.000000
2018-01-16T13:31 449.000000
2018-01-16T13:32 449.000000
2018-01-16T13:33 449.000000
2018-01-16T13:34 449.000000
2018-01-16T13:35 449.000000
2018-01-16T13:36 449.000000
2018-01-16T13:37 449.000000
2018-01-16T13:38 449.000000
2018-01-16T13:39 449.000000
2018-01-16T13:40 449.000000
2018-01-16T13:41 449.000000
2018-01-16T13:42 450.000000
2018-01-16T13:43 450.000000
2018-01-16T13:44 450.000000
2018-01-16T13:45 450.000000
2018-01-16T13:46 450.000000
2018-01-16T13:47 450.000000
2018-01-16T13:48 450.000000
2018-01-16T13:49 450.000000
2018-01-16T13:50 450.000000
2018-01-16T13:51 450.000000
2018-01-16T13:52 450.000000
2018-01-16T13:53 450.000000
2018-01-16T13:54 450.000000
2018-01-16T13:55 451.000000
2018-01-16T13:56 451.000000
2018-01-16T13:57 451.000000
2018-01-16T13:58 451.000000
2018-01-16T13:59 451.000000
2018-01-16T14:00 451.000000
2018-01-16T14:01 451.000000
2018-01-16T14:02 451.000000
2018-01-16T14:03 451.000000
2018-01-16T14:04 451.000000
2018-01-16T14:05 451.000000
2018-01-16T14:06 451.000000
2018-01-16T14:07 451.000000
2018-01-16T14:08 451.000000
2018-01-16T14:09 451.000000
2018-01-16T14:10 451.000000
2018-01-16T14:11 451.000000
2018-01-16T14:12 451.000000
2018-01-16T14:13 451.000000
2018-01-16T14:14 451.000000
2018-01-16T14:15 451.000000
2018-01-16T14:16 451.000000
2018-01-16T14:17 451.000000
2018-01-16T14:18 451.000000
2018-01-16T14:19 451.000000
2018-01-16T14:20 451.000000
2018-01-16T14:21 451.000000
2018-01-16T14:22 451.000000
2018-01-16T14:23 451.000000
2018-01-16T14:24 451.000000
2018-01-16T14:25 451.000000
2018-01-16T14:26 451.000000
2018-01-16T14:27 451.000000
2018-01-16T14:28 451.000000
2018-01-16T14:29 451.000000
2018-01-16T14:30 451.000000
2018-01-16T14:31 451.000000
